doc_id,state,source_path,effective_date,end_date,duration,end_date_source,validity_status,validity_evidence,evidence_short,error
Alaska/Alaska_1,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_1.txt,1996-01-01,2008-09-30,15 days,,found,"[{""text"": ""7-20-05 Revision ANNEX B TO THE PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT OF 1996 BETWEEN THE GOVERNMENTS OF THE STATE OF ALASKA, THE STATE OF DAHO, THE STATE OF OREGON, THE STATE OF WASHINGTON, THE PROVINCE OF BRITISH COLUMBIA AND THE YUKON GOVERNMENT PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT (PNEMA) IMPLEMENTING PROCEDURES Article I- Purpose and Authorities The governments of the State of Alaska, the State of Idaho, the State of Oregon, the State of Washington, the Province of British Columbia, and the Yukon Government are signatories to the Pacific Northwest Emergency Management Arrangement (PNEMA)."", ""timex_text"": ""7-20-05"", ""timex_type"": ""DATE"", ""timex_value"": ""0005-7-20""}, {""text"": ""7-20-05 Revision ANNEX B TO THE PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT OF 1996 BETWEEN THE GOVERNMENTS OF THE STATE OF ALASKA, THE STATE OF DAHO, THE STATE OF OREGON, THE STATE OF WASHINGTON, THE PROVINCE OF BRITISH COLUMBIA AND THE YUKON GOVERNMENT PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT (PNEMA) IMPLEMENTING PROCEDURES Article I- Purpose and Authorities The governments of the State of Alaska, the State of Idaho, the State of Oregon, the State of Washington, the Province of British Columbia, and the Yukon Government are signatories to the Pacific Northwest Emergency Management Arrangement (PNEMA)."", ""timex_text"": ""1996"", ""timex_type"": ""DATE"", ""timex_value"": ""1996""}, {""text"": ""7-20-05 Revision ANNEX B TO THE PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT OF 1996 BETWEEN THE GOVERNMENTS OF THE STATE OF ALASKA, THE STATE OF DAHO, THE STATE OF OREGON, THE STATE OF WASHINGTON, THE PROVINCE OF BRITISH COLUMBIA AND THE YUKON GOVERNMENT PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT (PNEMA) IMPLEMENTING PROCEDURES Article I- Purpose and Authorities The governments of the State of Alaska, the State of Idaho, the State of Oregon, the State of Washington, the Province of British Columbia, and the Yukon Government are signatories to the Pacific Northwest Emergency Management Arrangement (PNEMA)."", ""timex_text"": ""1996"", ""timex_type"": ""DATE"", ""timex_value"": ""1996""}, {""text"": ""The Pacific Northwest Emergency Management Arrangement Implementing Procedures, hereinafter referred to as the \""arrangement\"" is made and entered into by and among such of the signatories as shall enact or adopt this arrangement, hereinafter referred to as 'signatories.\"" For the purpose of this agreement, the term \""signatories\"" may include any or all of: the States of Alaska, Idaho, Oregon, Washington: the Province of British Columbia; and the Yukon Government, all of which entered into the Pacific Northwest Emergency Management Arrangement (PNEMA) in 1996-97 and such other states, provinces and territories as may hereafter become a signatory to PNEMA and this arrangement."", ""timex_text"": ""97"", ""timex_type"": ""DATE"", ""timex_value"": ""1997""}, {""text"": ""The authorized representative of signatories will confirm their verbal request in writing within 15 days."", ""timex_text"": ""15 days"", ""timex_type"": ""DURATION"", ""timex_value"": ""P15D""}]",7-20-05 Revision ANNEX B TO THE PACIFIC NORTHWEST EMERGENCY MANAGEMENT ARRANGEMENT OF 1996 BETWEEN THE GOVERNMENTS OF TH…,
Alaska/Alaska_10,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_10.txt,1996-01-01,2197-01-01,sixty days,,found,"[{""text"": ""30, 2008 PRR-2020-0119 AND WHEREAS the Signatories further recognize that regionally-based emergency preparedness, response and recovery measures will benefit all jurisdictions within the Pacific Northwest, and best serve their respective national interests in cooperative and coordinated emergency preparedness as facilitated by the Consultative Group on Comprehensive Civil Emergency and Management established in the Agreement Between the Government of The United States of America and the Government of Canada on Cooperation and Comprehensive Civil Emergency Planning and Management signed at Ottawa, Ontario, Canada on April 28, 1986; NOW THEREFORE, it is hereby agreed by and between each and all of the Signatories hereto as follows: Advisory Committee I."", ""timex_text"": ""April 28, 1986"", ""timex_type"": ""DATE"", ""timex_value"": ""1986-04-28""}, {""text"": ""Any Signatory to this Arrangement may withdraw from or cancel their participation in this Arrangement by giving sixty days written notice in advance of this effective date to all other Signatories."", ""timex_text"": ""sixty days"", ""timex_type"": ""DURATION"", ""timex_value"": ""P60D""}, {""text"": ""30, 2008 PRR-2020-0119 AND WHEREAS the Signatories further recognize that regionally-based emergency preparedness, response and recovery measures will benefit all jurisdictions within the Pacific Northwest, and best serve their respective national interests in cooperative and coordinated emergency preparedness as facilitated by the Consultative Group on Comprehensive Civil Emergency and Management established in the Agreement Between the Government of The United States of America and the Government of Canada on Cooperation and Comprehensive Civil Emergency Planning and Management signed at Ottawa, Ontario, Canada on April 28, 1986; NOW THEREFORE, it is hereby agreed by and between each and all of the Signatories hereto as follows: Advisory Committee I."", ""timex_text"": ""April"", ""timex_type"": ""DATE"", ""timex_value"": ""2008-04""}, {""text"": ""Notwithstanding any dates noted elsewhere, this Arrangement shall commence April , 1996."", ""timex_text"": ""1996"", ""timex_type"": ""DATE"", ""timex_value"": ""1996""}, {""text"": ""THE STATEO5 ALASKA /4/96 GOVERNOR (Date) THE STATE OF IDAHO lulys lrett 6/2197 GOVERNOR (Date) THE STATE OF OREGON 8-12-96 APPROVED AS TO GOVERNOR (Date) LEGAL SUFFICIENCY rmu Losive U Asst."", ""timex_text"": ""2197"", ""timex_type"": ""DATE"", ""timex_value"": ""2197""}]","30, 2008 PRR-2020-0119 AND WHEREAS the Signatories further recognize that regionally-based emergency preparedness, respo…",
Alaska/Alaska_11,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_11.txt,2002-01-01,2022-01-01,,,found,"[{""text"": ""Alberta and Alaska on May 17, 2004."", ""timex_text"": ""May 17, 2004"", ""timex_type"": ""DATE"", ""timex_value"": ""2004-05-17""}, {""text"": ""The-HenourableVason Kenney The Honorable Mike Dunleavy Premier Governor Province of Alberta State of Alaska lanvary 29, 2022 24 2002 Date Date dowuy"", ""timex_text"": ""2022"", ""timex_type"": ""DATE"", ""timex_value"": ""2022""}, {""text"": ""The-HenourableVason Kenney The Honorable Mike Dunleavy Premier Governor Province of Alberta State of Alaska lanvary 29, 2022 24 2002 Date Date dowuy"", ""timex_text"": ""2002"", ""timex_type"": ""DATE"", ""timex_value"": ""2002""}]","Alberta and Alaska on May 17, 2004.",
Alaska/Alaska_12,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_12.txt,2012-01-01,2021-01-01,"many
years",,found,"[{""text"": ""APPENDIX I to the Memorandum of Understanding and Cooperation between the State of Alaska and the Province of British Columbia executed November 25, 2015 by the Honorable Bill Walker, Governor of Alaska and the Honorable Christy Clark, Premier of British Columbia."", ""timex_text"": ""November 25, 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-11-25""}, {""text"": ""Carry out the terms of the SOC, recognizing the limits of current agency budgets, competing demands for agency resources, and legal limits on the authority of each agency."", ""timex_text"": ""current"", ""timex_type"": ""DATE"", ""timex_value"": ""PRESENT_REF""}, {""text"": ""This may include one or more public workshops in Alaska and British Columbia."", ""timex_text"": ""This may"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-05""}, {""text"": ""It is the intent of the BWG that the TWG-M provide its preliminary draft description of the proposed monitoring and reporting progtam (Program Description) as described in the MOU along with proposed two-year Work Plan and any related recommendations it has to the BWG within six months of the effective date of this SOC."", ""timex_text"": ""two-year"", ""timex_type"": ""DURATION"", ""timex_value"": ""P2Y""}, {""text"": ""It is the intent of the BWG that the TWG-M provide its preliminary draft description of the proposed monitoring and reporting progtam (Program Description) as described in the MOU along with proposed two-year Work Plan and any related recommendations it has to the BWG within six months of the effective date of this SOC."", ""timex_text"": ""six months"", ""timex_type"": ""DURATION"", ""timex_value"": ""P6M""}]",APPENDIX I to the Memorandum of Understanding and Cooperation between the State of Alaska and the Province of British Co…,
Alaska/Alaska_2,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_2.txt,2013-09-11,2025-09-11,two years,,found,"[{""text"": ""JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC\"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALASKA (\""Alaska DNR\"") Date: August 10, 2023 Dear Sirs, Notice of Extension of Memorandum of Understanding We refer to the Memorandum of Understanding entered into between JBIC and Alaska DNR dated September 11, 2013 and renewed as of September 11, 2015, September 11, 2017, September 11, 2019 and September 11, 2021 (the \""MOU\"")."", ""timex_text"": ""August 10, 2023"", ""timex_type"": ""DATE"", ""timex_value"": ""2023-08-10""}, {""text"": ""JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC\"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALASKA (\""Alaska DNR\"") Date: August 10, 2023 Dear Sirs, Notice of Extension of Memorandum of Understanding We refer to the Memorandum of Understanding entered into between JBIC and Alaska DNR dated September 11, 2013 and renewed as of September 11, 2015, September 11, 2017, September 11, 2019 and September 11, 2021 (the \""MOU\"")."", ""timex_text"": ""September 11, 2013"", ""timex_type"": ""DATE"", ""timex_value"": ""2013-09-11""}, {""text"": ""JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC\"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALASKA (\""Alaska DNR\"") Date: August 10, 2023 Dear Sirs, Notice of Extension of Memorandum of Understanding We refer to the Memorandum of Understanding entered into between JBIC and Alaska DNR dated September 11, 2013 and renewed as of September 11, 2015, September 11, 2017, September 11, 2019 and September 11, 2021 (the \""MOU\"")."", ""timex_text"": ""September 11, 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-09-11""}, {""text"": ""JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC\"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALASKA (\""Alaska DNR\"") Date: August 10, 2023 Dear Sirs, Notice of Extension of Memorandum of Understanding We refer to the Memorandum of Understanding entered into between JBIC and Alaska DNR dated September 11, 2013 and renewed as of September 11, 2015, September 11, 2017, September 11, 2019 and September 11, 2021 (the \""MOU\"")."", ""timex_text"": ""September 11, 2019"", ""timex_type"": ""DATE"", ""timex_value"": ""2019-09-11""}, {""text"": ""JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC\"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALASKA (\""Alaska DNR\"") Date: August 10, 2023 Dear Sirs, Notice of Extension of Memorandum of Understanding We refer to the Memorandum of Understanding entered into between JBIC and Alaska DNR dated September 11, 2013 and renewed as of September 11, 2015, September 11, 2017, September 11, 2019 and September 11, 2021 (the \""MOU\"")."", ""timex_text"": ""September 11, 2021"", ""timex_type"": ""DATE"", ""timex_value"": ""2021-09-11""}]","JBIC From: JAPAN BANK FOR INTERNATIONAL COOPERATION (JBIC"") To: THE DEPARTMENT OF NATURAL RESOURCES OF THE STATE OF ALAS…",
Alaska/Alaska_3,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_3.txt,2014-01-01,2014-09-08,30 years,,found,"[{""text"": ""SOA has leveraged its royalty position to take a possible direct equity interest in the AKLNG Project in early 2014 with signing of the Heads of Agreement and passage of legislation."", ""timex_text"": ""early 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014""}, {""text"": ""11 In June 2014, the Alaska Gasline Development Corporation, a corporate affiliate of SOA, signed a joint venture agreement with producers BP, ConocoPhillips, Exxon and pipeline company TransCanada, thereby entering into Pre-Front End Engineering and Design for the AKLNG Project."", ""timex_text"": ""June 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014-06""}, {""text"": ""(ill) In July 2014, SOA's project partners submitted an application to the U.S."", ""timex_text"": ""July 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014-07""}, {""text"": ""Department of Energy (DOE) to export 20 million tons of liquefied natural gas per year for 30 years."", ""timex_text"": ""30 years"", ""timex_type"": ""DURATION"", ""timex_value"": ""P30Y""}, {""text"": ""Date: September 8th 2014 Ministry of Economy, Trade and Industry, Department of Natural Resources, Japan State of Alaska Name: Takayuki Ueda Name: Joe Balash Title: Commissioner, Agency for Natural Title: Commissioner, State of Alaska Resources and Energy, METI,Japan Department of Natural Resources"", ""timex_text"": ""September 8th 2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014-09-08""}]",SOA has leveraged its royalty position to take a possible direct equity interest in the AKLNG Project in early 2014 with…,
Alaska/Alaska_4,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_4.txt,2015-01-01,2015-01-01,25 day,,found,"[{""text"": ""AGREED ast to form and content and signed and datedi in two (2) duplicate originals; Signedi in Sunau Signed in Dancower This 25 day of Nouember, 2015 Thiszs day ofj Alosemloes 2015 Chitcly Bell Wallee THE HONORABLE BILL WALKER THE HONOURABLE CHRISTY CLARK GOVERNOR PREMIER STATE OF ALASKA PROVINCE OF BRITISH COLUMBIA"", ""timex_text"": ""25 day"", ""timex_type"": ""DURATION"", ""timex_value"": ""P25D""}, {""text"": ""AGREED ast to form and content and signed and datedi in two (2) duplicate originals; Signedi in Sunau Signed in Dancower This 25 day of Nouember, 2015 Thiszs day ofj Alosemloes 2015 Chitcly Bell Wallee THE HONORABLE BILL WALKER THE HONOURABLE CHRISTY CLARK GOVERNOR PREMIER STATE OF ALASKA PROVINCE OF BRITISH COLUMBIA"", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}, {""text"": ""AGREED ast to form and content and signed and datedi in two (2) duplicate originals; Signedi in Sunau Signed in Dancower This 25 day of Nouember, 2015 Thiszs day ofj Alosemloes 2015 Chitcly Bell Wallee THE HONORABLE BILL WALKER THE HONOURABLE CHRISTY CLARK GOVERNOR PREMIER STATE OF ALASKA PROVINCE OF BRITISH COLUMBIA"", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}]",AGREED ast to form and content and signed and datedi in two (2) duplicate originals; Signedi in Sunau Signed in Dancower…,
Alaska/Alaska_5,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_5.txt,1399-01-01,2025-01-01,two years,,found,"[{""text"": ""JAPAN BANK FOR INTERNATIONAL JBIC COOPERATION MEMORANDUM OF UNDERSTANDING BETWEEN The Department ofl Natural Resources of the State of Alaska And Japan Bank for International Cooperation This Memorandum of Understanding is made on 11th September, 2013 between: The Department of Natural Resources of the State of Alaska (Alaska DNR) of 550 West 7th Avenue, Suite 1400 Anchorage, Alaska, 99501-3650 and Japan Bank for International Cooperation (\""JBIC\"") of 4-1, Ohtemachi l-chome, Chiyoda-ku, Tokyo 100-8144, Japan, collectively hereinafter referred to as the \""Parties\""."", ""timex_text"": ""11th September, 2013"", ""timex_type"": ""DATE"", ""timex_value"": ""2013-09-11""}, {""text"": ""JAPAN BANK FOR INTERNATIONAL JBIC COOPERATION MEMORANDUM OF UNDERSTANDING BETWEEN The Department ofl Natural Resources of the State of Alaska And Japan Bank for International Cooperation This Memorandum of Understanding is made on 11th September, 2013 between: The Department of Natural Resources of the State of Alaska (Alaska DNR) of 550 West 7th Avenue, Suite 1400 Anchorage, Alaska, 99501-3650 and Japan Bank for International Cooperation (\""JBIC\"") of 4-1, Ohtemachi l-chome, Chiyoda-ku, Tokyo 100-8144, Japan, collectively hereinafter referred to as the \""Parties\""."", ""timex_text"": ""1400"", ""timex_type"": ""DATE"", ""timex_value"": ""1400""}, {""text"": ""(i) Alaska has one of the largest portfolios of oil, gas, minerals, renewable resources, water and land in the world; (ii) The North Slope of Alaska has estimates of over 200 trillion cubic feet of conventional gas and 35 trillion cubic feet of known gas reserves in existing North Slope fields based on recent United States Geological Survey reports; (iii) Compared to other areas, Alaska is relatively underexplored and a recent study by the Brookings Institution notes the strong competitive position of a potential, large-scale Alaska LNG to Asia project in comparison with other global LNG projects; (iv) Much of the upstream infrastructure is in place and hundreds of millions of dollars have been spent on critical engineering and environmental regulatory and commercial work required for a gas project in Alaska; (v) The State of Alaska has made substantial progress over the past year toward commercializing Alaska North Slope gas; (vi) The State of Alaska has undertaken a comprehensive strategy to highlight the comparative advantages of Alaska LNG to potential investors, buyers, consumers, and government officials, particularly in Asia; (vii) According to the United States Geological Surveys, the State of Alaska ranks in the top ten of the world for occurrences in coal, copper, lead, gold, zinc, and silver in addition to having over 70 occurrences ofl Rare Earth Elements (REES); (viii) The State of Alaska is also looking to alternative sources of energy with the goal to use 50% renewable electrical power by 2025 and thus has supported alternate sources of renewable energy and has assisted in examining feasibility of projects that utilize woody biomass, hydropower, wind power and clean coal technologies; (ix) The State of Alaska regularly engages with public entities and companies, both domestic and foreign, interested in Alaska's resources to provide information that will attract international investment and enhance cross-border commerce; (x) The State of Alaska has expressed interest in providing American and Japanese companies with business opportunities; and (xi) Cooperation with JBIC enables DNR to gain a better understanding of the rapidly changing Japanese and Asian markets and the interests of investors for LNG."", ""timex_text"": ""recent"", ""timex_type"": ""DATE"", ""timex_value"": ""PAST_REF""}, {""text"": ""(i) Alaska has one of the largest portfolios of oil, gas, minerals, renewable resources, water and land in the world; (ii) The North Slope of Alaska has estimates of over 200 trillion cubic feet of conventional gas and 35 trillion cubic feet of known gas reserves in existing North Slope fields based on recent United States Geological Survey reports; (iii) Compared to other areas, Alaska is relatively underexplored and a recent study by the Brookings Institution notes the strong competitive position of a potential, large-scale Alaska LNG to Asia project in comparison with other global LNG projects; (iv) Much of the upstream infrastructure is in place and hundreds of millions of dollars have been spent on critical engineering and environmental regulatory and commercial work required for a gas project in Alaska; (v) The State of Alaska has made substantial progress over the past year toward commercializing Alaska North Slope gas; (vi) The State of Alaska has undertaken a comprehensive strategy to highlight the comparative advantages of Alaska LNG to potential investors, buyers, consumers, and government officials, particularly in Asia; (vii) According to the United States Geological Surveys, the State of Alaska ranks in the top ten of the world for occurrences in coal, copper, lead, gold, zinc, and silver in addition to having over 70 occurrences ofl Rare Earth Elements (REES); (viii) The State of Alaska is also looking to alternative sources of energy with the goal to use 50% renewable electrical power by 2025 and thus has supported alternate sources of renewable energy and has assisted in examining feasibility of projects that utilize woody biomass, hydropower, wind power and clean coal technologies; (ix) The State of Alaska regularly engages with public entities and companies, both domestic and foreign, interested in Alaska's resources to provide information that will attract international investment and enhance cross-border commerce; (x) The State of Alaska has expressed interest in providing American and Japanese companies with business opportunities; and (xi) Cooperation with JBIC enables DNR to gain a better understanding of the rapidly changing Japanese and Asian markets and the interests of investors for LNG."", ""timex_text"": ""recent"", ""timex_type"": ""DATE"", ""timex_value"": ""PAST_REF""}, {""text"": ""(i) Alaska has one of the largest portfolios of oil, gas, minerals, renewable resources, water and land in the world; (ii) The North Slope of Alaska has estimates of over 200 trillion cubic feet of conventional gas and 35 trillion cubic feet of known gas reserves in existing North Slope fields based on recent United States Geological Survey reports; (iii) Compared to other areas, Alaska is relatively underexplored and a recent study by the Brookings Institution notes the strong competitive position of a potential, large-scale Alaska LNG to Asia project in comparison with other global LNG projects; (iv) Much of the upstream infrastructure is in place and hundreds of millions of dollars have been spent on critical engineering and environmental regulatory and commercial work required for a gas project in Alaska; (v) The State of Alaska has made substantial progress over the past year toward commercializing Alaska North Slope gas; (vi) The State of Alaska has undertaken a comprehensive strategy to highlight the comparative advantages of Alaska LNG to potential investors, buyers, consumers, and government officials, particularly in Asia; (vii) According to the United States Geological Surveys, the State of Alaska ranks in the top ten of the world for occurrences in coal, copper, lead, gold, zinc, and silver in addition to having over 70 occurrences ofl Rare Earth Elements (REES); (viii) The State of Alaska is also looking to alternative sources of energy with the goal to use 50% renewable electrical power by 2025 and thus has supported alternate sources of renewable energy and has assisted in examining feasibility of projects that utilize woody biomass, hydropower, wind power and clean coal technologies; (ix) The State of Alaska regularly engages with public entities and companies, both domestic and foreign, interested in Alaska's resources to provide information that will attract international investment and enhance cross-border commerce; (x) The State of Alaska has expressed interest in providing American and Japanese companies with business opportunities; and (xi) Cooperation with JBIC enables DNR to gain a better understanding of the rapidly changing Japanese and Asian markets and the interests of investors for LNG."", ""timex_text"": ""the past year"", ""timex_type"": ""DATE"", ""timex_value"": ""1399""}]",JAPAN BANK FOR INTERNATIONAL JBIC COOPERATION MEMORANDUM OF UNDERSTANDING BETWEEN The Department ofl Natural Resources o…,
Alaska/Alaska_6,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_6.txt,1327-01-01,2015-10-28,24 hours,,found,"[{""text"": ""ERHA (EE) FRRAR 5n BT V WT TA E AT #L AA E 1 - La A - 1F MEMORANDUM OF UNDERSTANDING ON COOPERATION BETWEEN THE Shanghai Airport Authority AND Alaska International Airport System -0-H#THET/E October28, 2015 Memorandum of Understanding + (#E) ARR2 5HM E ATALE RET AFHI."", ""timex_text"": ""2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015""}, {""text"": ""EAN (*E) RAT7A R NE e E75 SOM /J Jo This memorandum, dated 28 October 2015 is a statement of intentions regarding the spirit and principal elements of co-operation in an alliance between the Alaska International Airport System (AIAS), comprised of Ted Stevens Anchorage International Airport and Fairbanks International Airport and Shanghai Airport Authority (SAA), operators of Shanghai Pudong International Airport and Hongqiao International Airport."", ""timex_text"": ""28 October 2015"", ""timex_type"": ""DATE"", ""timex_value"": ""2015-10-28""}, {""text"": ""2, 2014 iF, SHTM On/HXI+ DA DZEl 15 1ZXT: In 2014 the value of Alaska exports to China reached $1.5 billion USD making it Alaska's number one trading partner."", ""timex_text"": ""2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014""}, {""text"": ""2, 2014 iF, SHTM On/HXI+ DA DZEl 15 1ZXT: In 2014 the value of Alaska exports to China reached $1.5 billion USD making it Alaska's number one trading partner."", ""timex_text"": ""2014"", ""timex_type"": ""DATE"", ""timex_value"": ""2014""}, {""text"": ""3, 2009 F 9 H, PHAXR Sean Parnell, pp *EAN, 70 PJ ELICAIULA: In September 2009, National People's Congress Chairman Wu Bangguo met with Alaska Governor Sean Parnell in Alaska."", ""timex_text"": ""2009"", ""timex_type"": ""DATE"", ""timex_value"": ""2009""}]",ERHA (EE) FRRAR 5n BT V WT TA E AT #L AA E 1 - La A - 1F MEMORANDUM OF UNDERSTANDING ON COOPERATION BETWEEN THE Shanghai…,
Alaska/Alaska_7,Alaska,d:\NLP_Project_tasks_6_8_11\OCR_output\Alaska\Alaska_7.txt,1134-01-01,1998-11-12,60 days,,found,"[{""text"": ""12, 1998 112 STAT."", ""timex_text"": ""1998"", ""timex_type"": ""DATE"", ""timex_value"": ""1998""}, {""text"": ""1134] Be it enacted by the Senate and House of Representatives of the United States ofAmerica in Congress assembled, SECTION 1."", ""timex_text"": ""1134"", ""timex_type"": ""DATE"", ""timex_value"": ""1134""}, {""text"": ""12, 1998 112 STAT."", ""timex_text"": ""1998"", ""timex_type"": ""DATE"", ""timex_value"": ""1998""}, {""text"": ""12, 1998 112 STAT."", ""timex_text"": ""1998"", ""timex_type"": ""DATE"", ""timex_value"": ""1998""}, {""text"": ""12, 1998 112 STAT."", ""timex_text"": ""1998"", ""timex_type"": ""DATE"", ""timex_value"": ""1998""}]","12, 1998 112 STAT.",
